"meth_ind","exp_ind","pearson","pval","sam_size","h2_expression","h2_methylation","rg","rg_se","same_chromosome","qtls_status","dist"
"cg04704064","ILMN_1660462",0.329772680997849,2.34435134888972e-12,422,0.311,0.552284264,0.352087,0.152441,FALSE,NA,NA
"cg04704064","ILMN_2352097",0.326257705688477,4.15891126374764e-12,422,0.37,0.552284264,0.477628,0.11598,FALSE,NA,NA
"cg04707332","ILMN_1731233",0.324271619319916,5.72986831404461e-12,422,0.394,0.3515704154,0.331997,0.178445,FALSE,NA,NA
"cg04716530","ILMN_1773352",-0.356343328952789,2.36955900487966e-14,422,0.311,0.4889112903,-0.44952,0.15608,FALSE,NA,NA
"cg04716530","ILMN_2098126",-0.332671135663986,1.45262259774406e-12,422,0.308,0.4889112903,-0.520239,0.205886,FALSE,NA,NA
"cg04768958","ILMN_3262936",-0.368359476327896,1.65084141642187e-13,367,0.223,0.5634365634,-0.787922,0.15639,TRUE,TRUE,195321
"cg04768958","ILMN_3186473",-0.360285818576813,2.94629108470183e-14,409,0.107,0.5634365634,-0.782218,0.181714,TRUE,TRUE,195128
"cg04768958","ILMN_1708081",-0.450109273195267,3.2614880842001e-23,422,0.269,0.5634365634,-0.860819,0.126009,TRUE,TRUE,195358
"cg04771084","ILMN_1752592",-0.376906305551529,9.18699370137415e-16,414,0.332,0.8479427549,-0.62338,0.081427,TRUE,TRUE,NA
"cg04785187","ILMN_1731233",-0.328220039606094,3.40301618098943e-12,420,0.394,0.3908730159,-0.465003,0.119037,TRUE,FALSE,74921727
"cg04806979","ILMN_2098126",-0.325015366077423,5.08343216133523e-12,422,0.308,0.3903903904,-0.549522,0.202095,FALSE,NA,NA
"cg04813880","ILMN_2098126",0.377601832151413,4.23298794944574e-16,422,0.308,0.4904137235,0.380182,0.214319,FALSE,NA,NA
"cg04813880","ILMN_1731233",0.355329275131226,2.8483841502565e-14,422,0.394,0.4904137235,0.403,0.126099,FALSE,NA,NA
"cg04813880","ILMN_1773352",0.367147207260132,3.18980559567888e-15,422,0.311,0.4904137235,0.250915,0.184355,FALSE,NA,NA
"cg04813880","ILMN_1813338",0.345448702573776,1.90395833545632e-12,385,0.205,0.4904137235,0.654072,0.146424,FALSE,NA,NA
"cg04819337","ILMN_1773352",-0.340192347764969,4.09010686627058e-13,422,0.311,0.443012884,-0.633582,0.168283,FALSE,NA,NA
"cg04819337","ILMN_2098126",-0.351589441299438,5.58132281980258e-14,422,0.308,0.443012884,-0.820072,0.224728,FALSE,NA,NA
"cg04820362","ILMN_1731233",-0.394277185201645,1.42849837050014e-17,422,0.394,0.4322709163,-0.576234,0.113989,FALSE,NA,NA
"cg04820362","ILMN_2098126",-0.347931027412415,1.06786952839323e-13,422,0.308,0.4322709163,-0.754696,0.215374,FALSE,NA,NA
"cg04820362","ILMN_1773352",-0.344294488430023,2.01714862620123e-13,422,0.311,0.4322709163,-0.39487,0.169826,FALSE,NA,NA
"cg04820362","ILMN_2352097",-0.339042961597443,4.97608149043208e-13,422,0.37,0.4322709163,-0.545546,0.136992,FALSE,NA,NA
"cg04820362","ILMN_2384122",-0.327232897281647,3.55018721416686e-12,422,0.387,0.4322709163,-0.540672,0.134709,FALSE,NA,NA
"cg04833017","ILMN_1738347",-0.40558934211731,1.26892233552728e-18,422,0.329,0.7512195122,-0.778645,0.102017,TRUE,TRUE,23686
"cg04837533","ILMN_1731233",0.330087244510651,2.22626151757193e-12,422,0.394,0.3524096386,0.504506,0.153705,FALSE,NA,NA
"cg04837832","ILMN_2098126",0.321223080158234,9.32520323180694e-12,422,0.308,0.445,0.667389,0.241197,FALSE,NA,NA
"cg04837832","ILMN_1731233",0.331936359405518,1.64085752693204e-12,422,0.394,0.445,0.523233,0.130832,FALSE,NA,NA
"cg04837832","ILMN_1773352",0.34045946598053,3.9074284763738e-13,422,0.311,0.445,0.550059,0.187533,FALSE,NA,NA
"cg04859466","ILMN_1731233",0.327400386333466,3.66445691586717e-12,421,0.394,0.4687819857,0.413352,0.133065,FALSE,NA,NA
"cg04861869","ILMN_1731233",-0.333225637674332,1.3247011228912e-12,422,0.394,0.3383685801,-0.411723,0.152208,FALSE,NA,NA
"cg04861869","ILMN_1773352",-0.322257965803146,7.90932897004106e-12,422,0.311,0.3383685801,-0.364842,0.216873,FALSE,NA,NA
"cg04869854","ILMN_2384122",0.348382771015167,9.86134547836845e-14,422,0.387,0.5164179104,0.439604,0.124089,FALSE,NA,NA
"cg04869854","ILMN_1658399",0.343879520893097,2.16777210255351e-13,422,0.301,0.5164179104,0.413421,0.130589,FALSE,NA,NA
"cg04869854","ILMN_1731233",0.381919711828232,1.79582363252165e-16,422,0.394,0.5164179104,0.3903,0.116441,FALSE,NA,NA
"cg04869854","ILMN_1813338",0.363495975732803,9.71036105012328e-14,385,0.205,0.5164179104,0.414569,0.149304,FALSE,NA,NA
"cg04869854","ILMN_2098126",0.410482883453369,4.31340715360683e-19,422,0.308,0.5164179104,0.450708,0.190659,FALSE,NA,NA
"cg04869854","ILMN_1773352",0.371120750904083,1.49429316859217e-15,422,0.311,0.5164179104,0.294452,0.17078,FALSE,NA,NA
"cg04869854","ILMN_2352097",0.360187172889709,1.17186924205542e-14,422,0.37,0.5164179104,0.503333,0.122077,FALSE,NA,NA
"cg04869854","ILMN_1682993",0.345433443784714,1.65439713726787e-13,422,0.305,0.5164179104,0.370447,0.148027,FALSE,NA,NA
"cg04886407","ILMN_1731233",0.323578685522079,6.40389598546915e-12,422,0.394,0.3502994012,0.40582,0.143925,FALSE,NA,NA
"cg04887278","ILMN_2384122",0.344086080789566,2.09146987550358e-13,422,0.387,0.4600798403,0.534416,0.14127,FALSE,NA,NA
"cg04887278","ILMN_2352097",0.358051121234894,1.73523065813599e-14,422,0.37,0.4600798403,0.533298,0.143079,FALSE,NA,NA
"cg04887278","ILMN_1731233",0.394461125135422,1.37445968207732e-17,422,0.394,0.4600798403,0.485598,0.124683,FALSE,NA,NA
"cg04887278","ILMN_1797988",0.333921134471893,1.17972654096996e-12,422,0.294,0.4600798403,0.449789,0.208256,FALSE,NA,NA
"cg04887278","ILMN_2073184",0.328485041856766,2.89480586691895e-12,422,0.325,0.4600798403,0.316572,0.172648,FALSE,NA,NA
"cg04887278","ILMN_1799134",0.334875613451004,1.00572613718303e-12,422,0.33,0.4600798403,0.391672,0.190213,FALSE,NA,NA
"cg04887278","ILMN_2098126",0.375939726829529,5.86676540496038e-16,422,0.308,0.4600798403,0.523089,0.21567,FALSE,NA,NA
"cg04887278","ILMN_1660732",0.333040982484818,1.97094108936539e-12,416,0.308,0.4600798403,0.27761,0.192886,FALSE,NA,NA
"cg04887278","ILMN_1773352",0.352817356586456,4.47997679002531e-14,422,0.311,0.4600798403,0.363284,0.181817,FALSE,NA,NA
"cg04887278","ILMN_1813338",0.351965606212616,6.65475607517717e-13,385,0.205,0.4600798403,0.548391,0.159903,FALSE,NA,NA
"cg04911005","ILMN_1731233",0.325481742620468,4.71498333750231e-12,422,0.394,0.3500501505,0.893448,0.653995,FALSE,NA,NA
"cg04945379","ILMN_1731233",-0.324911445379257,5.16928116338101e-12,422,0.394,0.5607287449,-0.293353,0.11761,FALSE,NA,NA
"cg04950342","ILMN_1773352",-0.322211235761642,7.96847703439954e-12,422,0.311,0.282,-0.439407,0.220874,FALSE,NA,NA
"cg04969688","ILMN_1731233",0.34761717915535,1.20664992782428e-13,421,0.394,0.4457831325,0.445714,0.127338,FALSE,NA,NA
"cg04973925","ILMN_1773352",-0.325057625770569,5.04892066469848e-12,422,0.311,0.4969818913,-0.529702,0.161154,FALSE,NA,NA
"cg04979811","ILMN_1731233",0.364268243312836,5.48679714168259e-15,422,0.394,0.5614385614,0.448644,0.105366,FALSE,NA,NA
"cg04991036","ILMN_1731233",0.347402393817902,1.17195408911954e-13,422,0.394,0.3732394366,0.368862,0.172417,TRUE,FALSE,4167940
"cg05012239","ILMN_3248781",-0.35472109913826,3.17972542055169e-14,422,0.272,0.7712355212,-0.5502,0.091544,TRUE,TRUE,32071
"cg05041265","ILMN_1784287",-0.327759563922882,3.25855044492079e-12,422,0.352,0.4105894106,-0.297101,0.190999,FALSE,NA,NA
"cg05041265","ILMN_1731233",-0.373038738965988,1.03206519443597e-15,422,0.394,0.4105894106,-0.438972,0.136655,FALSE,NA,NA
"cg05041265","ILMN_1813338",-0.342724800109863,2.93180284937254e-12,385,0.205,0.4105894106,-0.358444,0.184891,FALSE,NA,NA
"cg05041265","ILMN_2098126",-0.380015909671783,2.62537258383485e-16,422,0.308,0.4105894106,-0.505518,0.223032,FALSE,NA,NA
"cg05041265","ILMN_1864900",-0.322375804185867,7.76207124554843e-12,422,0.283,0.4105894106,-0.352554,0.175767,FALSE,NA,NA
"cg05041265","ILMN_1717029",-0.35264989733696,1.30076874351893e-13,407,0.222,0.4105894106,-0.896612,0.710538,FALSE,NA,NA
"cg05041265","ILMN_1773352",-0.402603834867477,2.4277889164122e-18,422,0.311,0.4105894106,-0.214692,0.205797,FALSE,NA,NA
"cg05060607","ILMN_1787529",-0.32857209444046,7.38097124441448e-12,406,0.231,0.5721544715,-0.691169,0.186185,TRUE,TRUE,266
"cg05082466","ILMN_1712400",0.350733458995819,6.50159556588099e-14,422,0.332,0.8420512821,0.559218,0.093001,TRUE,TRUE,4658
"cg05133814","ILMN_1864900",-0.343687564134598,2.24111631913558e-13,422,0.283,0.3532934132,-0.434328,0.188887,FALSE,NA,NA
"cg05133814","ILMN_1731233",-0.340586304664612,3.82350204593375e-13,422,0.394,0.3532934132,-0.446687,0.151015,FALSE,NA,NA
"cg05134945","ILMN_2098126",0.335099548101425,1.24085446015183e-12,418,0.308,0.491,0.517822,0.213675,FALSE,NA,NA
"cg05134945","ILMN_1731233",0.362694948911667,9.87194923779725e-15,418,0.394,0.491,0.42676,0.129333,FALSE,NA,NA
"cg05157516","ILMN_1731233",0.376989036798477,4.77541793815067e-16,422,0.394,0.4473161034,0.583435,0.111422,FALSE,NA,NA
"cg05159804","ILMN_2393693",0.552154362201691,1.48823604441723e-35,404,0.354,0.7372116349,0.725275,0.061886,TRUE,TRUE,759243
"cg05185038","ILMN_1694432",-0.389696538448334,1.36300304264694e-15,380,0.271,0.8016701461,-0.665782,0.104087,TRUE,TRUE,627
"cg05190718","ILMN_1773352",-0.356707185506821,2.21774769554716e-14,422,0.311,0.4538232373,-0.478767,0.165639,FALSE,NA,NA
"cg05190718","ILMN_2098126",-0.360262811183929,1.15562568279766e-14,422,0.308,0.4538232373,-0.635183,0.201041,FALSE,NA,NA
"cg05191076","ILMN_1731233",0.35321968793869,5.89320697214293e-14,417,0.394,0.4744232698,0.457122,0.112997,FALSE,NA,NA
"cg05193538","ILMN_1773352",0.394517630338669,1.35826625956058e-17,422,0.311,0.4870259481,0.345938,0.158635,FALSE,NA,NA
"cg05193538","ILMN_2098126",0.394039273262024,1.50149795582441e-17,422,0.308,0.4870259481,0.312121,0.198709,FALSE,NA,NA
"cg05193538","ILMN_1658399",0.365010321140289,4.77360704664446e-15,422,0.301,0.4870259481,0.351679,0.131091,FALSE,NA,NA
"cg05209330","ILMN_2098126",-0.352130502462387,5.06673970387931e-14,422,0.308,0.3722334004,-0.618859,0.221085,FALSE,NA,NA
"cg05209330","ILMN_1731233",-0.340715706348419,3.73969624343444e-13,422,0.394,0.3722334004,-0.366982,0.129818,FALSE,NA,NA
"cg05209330","ILMN_1773352",-0.349289059638977,8.4019003264951e-14,422,0.311,0.3722334004,-0.42967,0.179132,FALSE,NA,NA
"cg05209584","ILMN_1731233",0.390209019184113,3.32954724149472e-17,422,0.394,0.407,0.588896,0.122569,FALSE,NA,NA
"cg05237641","ILMN_1731233",0.340514957904816,3.87049138705433e-13,422,0.394,0.4184184184,0.402104,0.175161,FALSE,NA,NA
"cg05246100","ILMN_1731233",-0.342572897672653,2.71749027168129e-13,422,0.394,0.3123123123,-0.448161,0.140455,FALSE,NA,NA
"cg05281206","ILMN_1773352",-0.332209676504135,1.56821064686991e-12,422,0.311,0.419,-0.163183,0.223843,TRUE,FALSE,1516527
"cg05295006","ILMN_1731233",0.370634347200394,1.64064044365073e-15,422,0.394,0.4223350254,0.553377,0.157671,FALSE,NA,NA
"cg05301556","ILMN_1784428",-0.342752665281296,2.63446801711172e-13,422,0.319,0.4964964965,-1,0.249954,TRUE,TRUE,256002
"cg05301556","ILMN_2393693",0.502450883388519,1.84652005759232e-28,404,0.354,0.4964964965,0.812903,0.081599,TRUE,TRUE,386644
"cg05304729","ILMN_2148785",-0.3285091817379,2.88341045413548e-12,422,0.268,0.5151515152,-0.52381,0.15587,TRUE,FALSE,69281525
"cg05304729","ILMN_2114568",-0.361754536628723,8.76817760044444e-15,422,0.293,0.5151515152,-0.508413,0.139574,TRUE,FALSE,69072102
"cg05304729","ILMN_1701114",-0.357557356357574,1.89919162140708e-14,422,0.258,0.5151515152,-0.519329,0.151881,TRUE,FALSE,69281317
"cg05304729","ILMN_1769520",-0.321476519107819,8.95716546524507e-12,422,0.202,0.5151515152,-0.593646,0.202873,FALSE,NA,NA
"cg05304729","ILMN_2173975",-0.359603077173233,7.46060510813929e-12,334,0.015,0.5151515152,-1,0.588653,FALSE,NA,NA
"cg05304729","ILMN_1716815",-0.322159379720688,8.03461832242388e-12,422,0.183,0.5151515152,-0.485931,0.180824,FALSE,NA,NA
"cg05304729","ILMN_1771385",-0.390598893165588,3.07188329254603e-17,422,0.257,0.5151515152,-0.535598,0.121151,TRUE,FALSE,69152212
"cg05308643","ILMN_2098126",-0.332193344831467,1.57246188255282e-12,422,0.308,0.3524096386,-0.491382,0.235085,FALSE,NA,NA
"cg05322273","ILMN_2098126",0.332626819610596,1.46335160054647e-12,422,0.308,0.4527162978,0.58956,0.197661,FALSE,NA,NA
"cg05322273","ILMN_1731233",0.352010577917099,5.17662999943796e-14,422,0.394,0.4527162978,0.493247,0.125589,FALSE,NA,NA
"cg05322273","ILMN_1773352",0.341690838336945,3.16337697357854e-13,422,0.311,0.4527162978,0.286587,0.191682,FALSE,NA,NA
"cg05363382","ILMN_1731233",-0.326341032981873,4.10314856095939e-12,422,0.394,0.4798387097,-0.402877,0.125297,FALSE,NA,NA
"cg05363382","ILMN_2098126",-0.330283343791962,2.15560447271961e-12,422,0.308,0.4798387097,-0.428051,0.213771,TRUE,FALSE,11569076
"cg05363382","ILMN_1773352",-0.345353990793228,1.67748302235537e-13,422,0.311,0.4798387097,-0.170216,0.189021,TRUE,FALSE,11568304
"cg05364307","ILMN_2352097",0.341417580842972,3.31548288824808e-13,422,0.37,0.4484484484,0.470357,0.145923,FALSE,NA,NA
"cg05364307","ILMN_1731233",0.406824469566345,9.68171888314446e-19,422,0.394,0.4484484484,0.55259,0.118275,FALSE,NA,NA
"cg05380885","ILMN_1813338",-0.343786954879761,2.47891940204318e-12,385,0.205,0.4717542121,-0.458796,0.149026,FALSE,NA,NA
"cg05380885","ILMN_1658399",-0.333046495914459,1.36477578766085e-12,422,0.301,0.4717542121,-0.380053,0.135761,FALSE,NA,NA
"cg05405572","ILMN_1658399",0.320850849151611,9.89261874157922e-12,422,0.301,0.371,0.369923,0.163369,FALSE,NA,NA
"cg05405572","ILMN_2098126",0.323263883590698,6.73509323350746e-12,422,0.308,0.371,0.336161,0.253863,FALSE,NA,NA
"cg05417035","ILMN_1731233",-0.334800899028778,1.01838913015562e-12,422,0.394,0.469488189,-0.440896,0.125526,FALSE,NA,NA
"cg05441854","ILMN_1731233",0.381566137075424,2.46444101510487e-16,419,0.394,0.4612286002,0.494801,0.120339,FALSE,NA,NA
"cg05457628","ILMN_3246409",-0.356343030929565,2.36968742536008e-14,422,0.273,0.8684738956,-0.601343,0.08089,TRUE,TRUE,55125
"cg05457628","ILMN_2101920",-0.367085188627243,3.2274942267911e-15,422,0.309,0.8684738956,-0.627823,0.079515,TRUE,TRUE,55185
"cg05539265","ILMN_2098126",-0.382883876562119,1.48009782036719e-16,422,0.308,0.3743793446,-0.341757,0.279685,FALSE,NA,NA
"cg05539265","ILMN_1799134",-0.325459420681,4.73200852187997e-12,422,0.33,0.3743793446,-0.176442,0.266742,FALSE,NA,NA
"cg05539265","ILMN_1813338",-0.359113901853561,2.03803541909087e-13,385,0.205,0.3743793446,-0.260783,0.218883,FALSE,NA,NA
"cg05539265","ILMN_1658399",-0.354535728693008,3.28801867808273e-14,422,0.301,0.3743793446,-0.306649,0.190642,FALSE,NA,NA
"cg05539265","ILMN_1682993",-0.325444906949997,4.74311046672783e-12,422,0.305,0.3743793446,-0.282882,0.213859,FALSE,NA,NA
"cg05539265","ILMN_2073184",-0.353268384933472,4.13142129971922e-14,422,0.325,0.3743793446,-0.149166,0.234318,FALSE,NA,NA
"cg05539265","ILMN_1773352",-0.342573374509811,2.71726670561142e-13,422,0.311,0.3743793446,-0.229323,0.242446,FALSE,NA,NA
"cg05556202","ILMN_1731233",-0.331800639629364,1.67814238758067e-12,422,0.394,0.401,-0.426497,0.142454,FALSE,NA,NA
"cg05585475","ILMN_1731233",-0.383836597204208,1.44246530618076e-16,420,0.394,0.334,-0.550059,0.142713,FALSE,NA,NA
"cg05585911","ILMN_1731233",-0.332270592451096,1.55245263292991e-12,422,0.394,0.4540918164,-0.315663,0.138068,FALSE,NA,NA
"cg05585911","ILMN_1773352",-0.338833868503571,5.15629484442248e-13,422,0.311,0.4540918164,-0.359214,0.184855,FALSE,NA,NA
"cg05591126","ILMN_1731233",-0.322355926036835,7.78672324565428e-12,422,0.394,0.3545816733,-0.556477,0.142674,FALSE,NA,NA
"cg05596552","ILMN_1773352",-0.334721595048904,1.03200037427287e-12,422,0.311,0.4034034034,-0.497428,0.175803,FALSE,NA,NA
"cg05596552","ILMN_1731233",-0.336482465267181,7.67770721167547e-13,422,0.394,0.4034034034,-0.423614,0.126004,FALSE,NA,NA
"cg05596552","ILMN_2098126",-0.351407259702682,5.76583812497838e-14,422,0.308,0.4034034034,-0.652347,0.214943,FALSE,NA,NA
"cg05611723","ILMN_1773352",0.327519685029984,3.59416549018595e-12,421,0.311,0.4351758794,0.156677,0.23167,FALSE,NA,NA
"cg05611723","ILMN_1731233",0.349003404378891,9.45473720923458e-14,421,0.394,0.4351758794,0.36622,0.149892,FALSE,NA,NA
"cg05616969","ILMN_1773352",0.325092762708664,5.02040013637781e-12,422,0.311,0.4064386318,0.141279,0.193587,FALSE,NA,NA
"cg05616969","ILMN_2098126",0.325984328985214,4.34709773859017e-12,422,0.308,0.4064386318,0.17547,0.235017,FALSE,NA,NA
"cg05628049","ILMN_1682993",0.321229457855225,9.31576335215287e-12,422,0.305,0.4274193548,0.381863,0.153579,FALSE,NA,NA
"cg05628049","ILMN_1773352",0.377481877803802,4.3341781679469e-16,422,0.311,0.4274193548,0.318636,0.173267,FALSE,NA,NA
"cg05628049","ILMN_2098126",0.382846593856812,1.49122486380842e-16,422,0.308,0.4274193548,0.390116,0.205942,FALSE,NA,NA
"cg05628049","ILMN_1731233",0.339443355798721,4.64800807334374e-13,422,0.394,0.4274193548,0.446786,0.11639,FALSE,NA,NA
"cg05639533","ILMN_1773352",0.324997305870056,5.40274352616812e-12,421,0.311,0.371743487,0.326109,0.221288,FALSE,NA,NA
"cg05646686","ILMN_1731233",0.377217799425125,4.56538352044509e-16,422,0.394,0.3649052841,0.504399,0.148424,TRUE,FALSE,8326546
"cg05656688","ILMN_2098126",-0.325423806905746,6.36604411271014e-12,417,0.308,0.4804804805,-0.582926,0.222252,FALSE,NA,NA
"cg05656688","ILMN_1773352",-0.351896941661835,7.449302306914e-14,417,0.311,0.4804804805,-0.405704,0.181405,FALSE,NA,NA
"cg05656812","ILMN_1731233",-0.354027628898621,3.60370030716859e-14,422,0.394,0.430417495,-0.39306,0.137329,FALSE,NA,NA
"cg05678100","ILMN_2352097",0.333085685968399,1.35590888335374e-12,422,0.37,0.4717741935,0.507467,0.148324,FALSE,NA,NA
"cg05678100","ILMN_1731233",0.408394396305084,6.85253176801407e-19,422,0.394,0.4717741935,0.546224,0.123885,FALSE,NA,NA
"cg05678749","ILMN_1731233",0.391616880893707,3.22735189534021e-17,419,0.394,0.4668008048,0.558855,0.11731,FALSE,NA,NA
"cg05678749","ILMN_2352097",0.331959068775177,1.96106184497382e-12,419,0.37,0.4668008048,0.451094,0.14521,FALSE,NA,NA
"cg05704496","ILMN_1731233",-0.333260267972946,1.31708786399383e-12,422,0.394,0.3333333333,-0.203081,0.162327,FALSE,NA,NA
"cg05731808","ILMN_1773352",0.333299458026886,1.30852371109882e-12,422,0.311,0.4403578529,0.245377,0.199426,FALSE,NA,NA
"cg05759347","ILMN_2098126",0.322323590517044,7.82698756222298e-12,422,0.308,0.4248234107,0.550932,0.222734,FALSE,NA,NA
"cg05759347","ILMN_1773352",0.331858783960342,1.66206879605922e-12,422,0.311,0.4248234107,0.493148,0.173686,FALSE,NA,NA
"cg05768620","ILMN_2384122",0.368902117013931,2.28519096052965e-15,422,0.387,0.4914572864,0.558578,0.114148,FALSE,NA,NA
"cg05768620","ILMN_1799134",0.322675704956055,7.39925682031886e-12,422,0.33,0.4914572864,0.388791,0.177797,FALSE,NA,NA
"cg05768620","ILMN_1660462",0.361818909645081,8.66402478059965e-15,422,0.311,0.4914572864,0.546948,0.156549,FALSE,NA,NA
"cg05768620","ILMN_1761945",0.321828782558441,8.96421099072706e-12,421,0.358,0.4914572864,0.350806,0.146205,FALSE,NA,NA
"cg05768620","ILMN_1773352",0.334024876356125,1.15947502045853e-12,422,0.311,0.4914572864,0.200139,0.187462,FALSE,NA,NA
"cg05768620","ILMN_2352097",0.380094975233078,2.58442971186539e-16,422,0.37,0.4914572864,0.541678,0.118503,FALSE,NA,NA
"cg05768620","ILMN_1864900",0.323031604290009,6.99012422784302e-12,422,0.283,0.4914572864,0.387233,0.152392,FALSE,NA,NA
"cg05768620","ILMN_1797988",0.321893572807312,8.38214621402095e-12,422,0.294,0.4914572864,0.434617,0.19118,FALSE,NA,NA
"cg05768620","ILMN_2098126",0.353329509496689,4.0862756253658e-14,422,0.308,0.4914572864,0.506151,0.195863,FALSE,NA,NA
"cg05768620","ILMN_1731233",0.478806555271149,1.35424081557513e-26,422,0.394,0.4914572864,0.560641,0.098608,FALSE,NA,NA
"cg05769169","ILMN_1731233",0.359687179327011,1.28501194375629e-14,422,0.394,0.309,0.726286,0.140826,TRUE,FALSE,9344010
"cg05798059","ILMN_1731233",-0.322463124990463,7.65467852799621e-12,422,0.394,0.2202202202,-0.572613,0.17478,FALSE,NA,NA
"cg05803296","ILMN_2098126",0.333071231842041,1.35917261794309e-12,422,0.308,0.3075376884,0.085621,0.344338,FALSE,NA,NA
"cg05803296","ILMN_1773352",0.326398074626923,4.06539762832957e-12,422,0.311,0.3075376884,0.00525,0.290255,FALSE,NA,NA
"cg05836788","ILMN_1731233",0.358066529035568,1.85830502741024e-14,421,0.394,0.2975951904,0.353935,0.196975,FALSE,NA,NA
"cg05839235","ILMN_1731233",0.365519464015961,4.33769014563105e-15,422,0.394,0.4944944945,0.545043,0.112587,FALSE,NA,NA
"cg05847586","ILMN_1731233",0.324707448482513,5.34193657810543e-12,422,0.394,0.4463562753,0.354427,0.134207,FALSE,NA,NA
"cg05874176","ILMN_2384122",0.322411090135574,7.71849854050907e-12,422,0.387,0.486,0.36438,0.139103,FALSE,NA,NA
"cg05874176","ILMN_1731233",0.389030903577805,4.24406330906376e-17,422,0.394,0.486,0.477699,0.117282,FALSE,NA,NA
"cg05874176","ILMN_2352097",0.336154580116272,8.11364055012914e-13,422,0.37,0.486,0.355663,0.143164,FALSE,NA,NA
"cg05877528","ILMN_1658399",0.339989840984344,4.23413635624788e-13,422,0.301,0.3453093812,0.171516,0.194195,FALSE,NA,NA
"cg05879810","ILMN_1773352",-0.323116213083267,6.89615576269676e-12,422,0.311,0.3855421687,-0.276014,0.176648,TRUE,FALSE,25096969
"cg05892930","ILMN_2352097",0.353238105773926,4.15396549243186e-14,422,0.37,0.2751004016,0.852019,0.183273,FALSE,NA,NA
"cg05892930","ILMN_2384122",0.343915969133377,2.15411331853684e-13,422,0.387,0.2751004016,0.746765,0.183332,FALSE,NA,NA
"cg05892930","ILMN_1731233",0.364704012870789,5.05624776428644e-15,422,0.394,0.2751004016,0.546524,0.158048,FALSE,NA,NA
"cg05917419","ILMN_1731233",-0.335130631923676,9.63652093792408e-13,422,0.394,0.498019802,-0.404036,0.110985,FALSE,NA,NA
"cg05917419","ILMN_1813338",-0.346776932477951,1.54003058758926e-12,385,0.205,0.498019802,-0.278354,0.152817,FALSE,NA,NA
"cg05931265","ILMN_2384122",0.32697805762291,3.70029907418413e-12,422,0.387,0.4873609707,0.464514,0.127788,FALSE,NA,NA
"cg05931265","ILMN_2352097",0.329694747924805,2.37454046574382e-12,422,0.37,0.4873609707,0.424097,0.134909,FALSE,NA,NA
"cg05931265","ILMN_1731233",0.382509291172028,1.59569721790694e-16,422,0.394,0.4873609707,0.466891,0.113861,FALSE,NA,NA
"cg05931439","ILMN_1773352",0.328881710767746,2.71300884585189e-12,422,0.311,0.4239350913,0.284895,0.184739,FALSE,NA,NA
"cg05931439","ILMN_2098126",0.354827582836151,3.1191049943185e-14,422,0.308,0.4239350913,0.466009,0.211539,FALSE,NA,NA
"cg05931439","ILMN_1731233",0.347795248031616,1.09370641760974e-13,422,0.394,0.4239350913,0.549295,0.118196,TRUE,FALSE,1769813
"cg05981335","ILMN_1731233",0.324104160070419,5.88611977491747e-12,422,0.394,0.3923923924,0.449746,0.160039,FALSE,NA,NA
"cg05981335","ILMN_2098126",0.327304571866989,3.50904971777324e-12,422,0.308,0.3923923924,0.400027,0.28074,FALSE,NA,NA
"cg05986933","ILMN_1731233",0.377382904291153,4.41945312785574e-16,422,0.394,0.4533600802,0.434419,0.123604,FALSE,NA,NA
"cg05991902","ILMN_2098126",-0.338968515396118,5.03952812535282e-13,422,0.308,0.5208333333,-0.770645,0.191798,FALSE,NA,NA
"cg06006907","ILMN_1773352",-0.334625035524368,1.04881332092723e-12,422,0.311,0.3969849246,-0.371303,0.170222,FALSE,NA,NA
"cg06040872","ILMN_1658399",-0.332357466220856,1.53024694512813e-12,422,0.301,0.4375624376,-0.362435,0.191542,FALSE,NA,NA
"cg06048102","ILMN_2384122",-0.33459484577179,1.05412465321534e-12,422,0.387,0.3682634731,-0.500292,0.143498,FALSE,NA,NA
"cg06048102","ILMN_2352097",-0.348713785409927,9.30161477468881e-14,422,0.37,0.3682634731,-0.494953,0.145158,FALSE,NA,NA
"cg06048102","ILMN_1660732",-0.327222645282745,5.06231460337652e-12,416,0.308,0.3682634731,-0.635385,0.182825,FALSE,NA,NA
"cg06048102","ILMN_1864900",-0.325895339250565,4.41013005087939e-12,422,0.283,0.3682634731,-0.459616,0.163157,FALSE,NA,NA
"cg06048102","ILMN_2098126",-0.337089061737061,6.93074449261936e-13,422,0.308,0.3682634731,-0.520424,0.22029,FALSE,NA,NA
"cg06048102","ILMN_1731233",-0.377924799919128,3.97192151891625e-16,422,0.394,0.3682634731,-0.535376,0.123504,FALSE,NA,NA
"cg06062984","ILMN_1731233",0.338767349720001,5.55601465480388e-13,421,0.394,0.5704225352,0.523007,0.108288,FALSE,NA,NA
"cg06068897","ILMN_1731233",0.348774582147598,9.20224450626576e-14,422,0.394,0.4322968907,0.382853,0.148211,FALSE,NA,NA
"cg06078469","ILMN_1773352",0.322491735219955,7.619808090257e-12,422,0.311,0.351758794,0.137045,0.232092,TRUE,FALSE,21136606
"cg06078469","ILMN_2098126",0.366607159376144,3.53301286100476e-15,422,0.308,0.351758794,0.50322,0.239897,TRUE,FALSE,21137378
"cg06082897","ILMN_1731233",-0.348685324192047,9.34849373507138e-14,422,0.394,0.3412698413,-0.494408,0.113647,FALSE,NA,NA
